59148,1724
20263,615
33285,996
33522,1001
26987,813
54730,1605
47717,1402
11930,346
60670,1784
10132,285
35665,1068
14653,442
58001,1692
38435,1147
1713,53
33141,989
45257,1338
64012,1878
12621,371
68773,2009
36495,1090
36632,1099
29343,875
16591,498
3853,117
59771,1752
61805,1811
44404,1321
10181,287
788,23
32035,956
59474,1741
59349,1731
71291,2100
66022,1927
12949,381
24592,744
42445,1268
9889,278
51033,1494
28855,869
70698,2079
7612,210
58554,1701
59894,1754
52305,1540
51673,1520
2771,87
67594,1977
17613,518
34765,1038
15783,468
3595,113
60229,1766
40284,1207
23733,713
20298,616
8094,223
20262,614
23858,716
40930,1229
37987,1135
57464,1679
65308,1911
49582,1456
64070,1880
26116,786
28180,848
6785,195
43004,1280
51373,1510
39746,1191
43102,1282
70421,2070
52427,1545
5321,154
30950,921
56620,1656
19587,585
71052,2093
9807,277
50606,1478
46441,1360
70743,2081
9593,275
14246,427
3976,120
62815,1846
26243,792
32861,981
59299,1728
11577,333
21558,653
31179,932
58089,1695
33126,987
51232,1504
477,10
31820,947
62787,1844
52678,1556
49365,1452
36803,1108
68660,2007
67840,1983
10674,301
31296,936
56345,1650
15558,462
55699,1630
28384,855
59086,1722
5917,165
58600,1705
37713,1126
46985,1383
36450,1089
44446,1322
50818,1484
41066,1232
16289,489
66533,1943
55645,1629
38914,1164
36292,1085
31854,948
19520,580
7635,211
54376,1600
66892,1953
29442,880
20385,618
15440,461
1663,52
39390,1178
42552,1271
4341,130
52870,1563
27947,838
24695,747
783,22
26152,789
17854,528
22609,680
21522,651
31949,952
63556,1866
21672,657
67171,1963
45049,1330
44294,1318
51191,1499
69716,2045
24885,750
25097,756
70374,2069
1751,56
69232,2031
16862,504
34755,1037
62323,1832
12459,368
32663,976
38882,1162
54193,1593
48052,1413
60958,1794
23717,712
69875,2051
548,15
52235,1538
68988,2020
12428,365
40837,1224
56124,1646
20144,611
66978,1958
14895,446
71509,2109
24495,739
63872,1874
64854,1900
70542,2074
30490,905
56596,1655
23388,702
17688,523
13454,401
8216,230
48911,1438
21624,654
60891,1792
61235,1799
59401,1736
60303,1769
6528,187
12681,373
46640,1368
52751,1559
17909,529
28496,858
23386,701
45642,1347
51527,1517
58470,1700
35779,1070
22815,686
21237,643
56669,1657
59750,1751
31221,935
28492,857
25723,772
25686,770
43726,1302
20812,632
70560,2075
6471,185
57606,1682
39594,1184
34374,1026
71487,2107
49148,1445
68093,1992
53241,1573
55491,1625
32294,960
25007,753
66416,1939
57620,1683
1122,32
52510,1548
6532,188
60323,1773
34196,1018
62819,1847
12818,376
57420,1678
70037,2053
54087,1588
1267,39
16485,495
37957,1134
9415,271
33251,995
31156,929
70116,2058
17363,513
46964,1381
21523,652
59078,1720
60170,1762
27662,831
70617,2076
40260,1205
52834,1562
38340,1142
63395,1860
12283,360
11809,340
54262,1596
62474,1837
50295,1469
25976,783
30547,908
33202,991
57035,1668
65905,1924
49383,1454
42104,1258
62686,1842
71483,2106
13233,394
2471,74
17738,524
46840,1379
28581,861
48117,1415
36527,1091
7195,201
8517,234
59433,1737
25915,782
33384,998
26048,785
36063,1078
31309,937
52364,1542
50383,1472
21708,661
61544,1807
51167,1497
12563,370
62014,1822
4517,133
67189,1964
54528,1602
42773,1275
64969,1903
13916,417
11937,347
71497,2108
30139,896
14578,438
12866,377
18075,536
2200,66
62795,1845
48167,1417
15178,454
26007,784
71420,2104
51230,1503
56281,1649
70078,2055
19986,606
47249,1390
67488,1973
28830,867
54767,1606
27115,817
71331,2103
50533,1475
18206,541
14531,436
1724,54
47592,1398
47448,1396
46695,1373
43591,1295
39033,1167
43867,1305
4856,141
57380,1677
4650,136
46979,1382
43189,1285
67635,1978
6443,183
38722,1154
35002,1045
27152,818
5238,151
24234,733
8699,244
29680,887
39689,1190
40719,1218
22957,691
37899,1132
70793,2086
66902,1955
61137,1798
11457,327
64821,1899
18434,548
47065,1386
34680,1032
2204,67
30491,906
12458,367
8726,246
25679,769
19131,572
66968,1957
64370,1886
55590,1627
8282,231
60158,1760
15816,470
41443,1243
51466,1514
63991,1877
18797,561
52591,1552
8930,255
65500,1914
35069,1048
6862,196
56811,1660
20189,612
64886,1901
6352,177
52806,1560
16123,483
21872,666
37225,1120
28082,843
26138,788
38662,1151
2852,90
58693,1711
1225,38
56950,1663
10335,292
26740,807
33238,993
12025,348
33579,1004
53042,1569
16587,497
30687,911
56147,1647
8701,245
39320,1176
59444,1738
28105,845
55403,1622
22872,688
39524,1183
69820,2049
39607,1186
36151,1080
42122,1259
39282,1175
45286,1340
69002,2022
57050,1669
18660,553
62055,1824
11114,312
65301,1910
37025,1114
63348,1858
41154,1235
70062,2054
33770,1006
7181,200
29401,877
63198,1855
28452,856
43213,1287
64063,1879
62394,1836
70362,2067
13472,402
11244,319
54142,1591
10058,280
55841,1635
44730,1327
59462,1739
19164,573
44287,1317
32538,973
33843,1010
19832,594
16133,484
11569,332
11240,318
27072,814
62091,1825
27648,830
37419,1122
33577,1003
43700,1299
36294,1086
63542,1865
16419,494
19864,597
16003,477
59390,1735
54716,1604
64472,1889
67924,1988
10652,300
51707,1524
27164,819
14421,431
40421,1210
21052,637
63213,1856
14498,435
51168,1498
2429,71
29592,884
57010,1665
66328,1936
21693,659
58613,1708
58657,1709
48316,1420
31468,940
13938,419
32195,957
44297,1319
60316,1771
30849,915
67363,1970
22035,668
3304,104
33349,997
622,17
15846,471
29985,894
2612,81
55327,1621
40826,1222
39262,1173
3849,116
57835,1687
29948,893
6150,172
34197,1019
54217,1594
21947,667
41258,1239
37216,1118
70782,2084
62319,1831
24476,738
57973,1690
33994,1014
21272,645
1728,55
8881,251
68180,1996
16610,500
56030,1643
46762,1375
66149,1930
40703,1217
15061,451
66152,1931
39393,1179
35530,1062
61700,1810
70331,2065
26964,812
47267,1391
44264,1315
42356,1265
19054,570
42688,1274
44129,1313
26356,794
23172,696
6758,194
67756,1981
57274,1676
9139,265
23087,694
15157,452
44038,1309
64264,1881
60713,1787
37037,1115
67538,1975
40457,1212
32747,978
54817,1608
53382,1576
1632,50
59708,1750
39047,1168
37580,1125
34157,1017
13014,383
48128,1416
56200,1648
62332,1833
62252,1829
14570,437
65279,1907
25730,773
38527,1149
22461,678
35703,1069
68516,2003
43640,1297
23318,699
57637,1684
15926,475
27313,824
34226,1021
10931,307
36802,1107
17647,521
4078,123
51499,1516
66778,1950
69719,2046
23953,721
48674,1430
23581,708
40664,1216
28653,864
28508,859
58601,1706
38373,1144
18161,539
50733,1482
5461,156
59557,1746
55414,1623
545,14
31317,938
34405,1028
19909,600
47398,1394
9127,263
19933,603
6946,197
2477,75
50695,1481
39985,1199
60190,1764
62880,1850
66227,1935
63458,1863
11638,335
36743,1105
46786,1376
40648,1215
29658,886
10084,282
64364,1885
71525,2110
62857,1849
59358,1733
66893,1954
11255,320
41688,1248
63060,1853
60195,1765
49935,1463
7685,212
19963,604
57022,1667
4944,145
6449,184
22936,690
29727,888
46656,1371
2732,86
13595,404
23850,715
6477,186
8610,237
39608,1187
39799,1192
12986,382
43017,1281
27306,823
31375,939
11554,330
18600,552
8194,228
70760,2083
70342,2066
29801,889
13716,409
27464,827
37217,1119
4912,144
30613,909
2558,79
4352,131
57120,1672
70299,2063
38801,1159
27713,833
4375,132
35211,1052
60450,1778
8740,247
58842,1715
42664,1273
2901,93
50949,1489
69022,2023
12259,357
17813,526
33784,1008
1600,49
18304,545
23260,698
3104,98
25388,763
52365,1543
38646,1150
61381,1803
13376,399
46804,1377
30275,902
41391,1241
2904,94
45050,1331
11613,334
68943,2017
43706,1300
67010,1959
33222,992
59165,1725
49626,1458
68864,2012
65867,1921
34145,1016
64560,1893
25907,780
10844,305
40872,1227
69393,2038
58561,1702
7252,203
2517,77
60002,1757
39177,1172
31209,934
47999,1409
63347,1857
6571,190
11744,337
60334,1776
2643,82
14679,443
36688,1103
37098,1116
10094,283
36280,1083
51045,1495
13318,398
7919,220
20226,613
78,1
68441,2002
32508,969
20081,609
10272,291
5925,166
60259,1767
1355,42
68228,1997
54152,1592
55936,1640
922,25
52572,1549
17205,508
42411,1266
12046,351
18082,537
47165,1388
18367,546
61352,1801
68637,2006
28199,849
54129,1590
59012,1718
30972,922
58174,1697
7849,219
8209,229
25831,776
69153,2028
30938,920
6400,182
27743,834
8423,232
63024,1852
3190,101
48395,1425
44567,1325
42789,1276
51333,1507
937,26
1224,37
34420,1029
47613,1399
68044,1989
16295,490
34881,1042
68396,2000
55193,1613
48038,1412
43501,1293
31937,951
3600,114
23647,710
56758,1659
61400,1804
33943,1013
63086,1854
68883,2013
31813,946
48370,1424
18506,550
50604,1477
3301,103
48776,1434
54274,1597
45478,1344
19066,571
25887,778
65293,1908
28665,865
19923,601
30286,903
38875,1161
48006,1410
30500,907
19820,593
66541,1944
6757,193
64712,1898
55865,1636
4335,129
68934,2016
46449,1361
66532,1942
60319,1772
2102,63
8683,243
48726,1432
2276,69
51198,1500
51441,1512
2692,84
42337,1264
51692,1522
24221,730
58604,1707
62354,1835
39065,1169
52328,1541
32308,962
63973,1876
170,3
18293,543
31682,942
36286,1084
55620,1628
35408,1058
13048,386
34740,1036
52000,1530
58709,1712
39272,1174
55211,1615
42551,1270
22723,684
19714,588
14323,429
49370,1453
42054,1256
9475,273
27089,815
23988,722
59389,1734
7727,215
14029,421
17334,512
14095,423
49879,1461
190,5
27363,826
65713,1918
71307,2101
48641,1429
9034,259
3527,111
8168,227
27112,816
19575,584
67666,1979
27302,822
8127,225
35814,1072
19546,582
50265,1468
53429,1577
19928,602
46033,1352
35568,1064
43353,1290
31879,949
43113,1284
10200,289
69341,2034
55277,1617
13216,391
27297,821
63729,1873
21101,639
14614,440
61436,1805
51615,1519
6625,192
13701,408
24014,723
48743,1433
11912,345
11338,322
127,2
57138,1674
38740,1156
43108,1283
13877,413
1117,30
11162,313
5757,162
48856,1437
13266,396
14946,449
2435,72
30174,898
21668,656
23032,693
11563,331
2218,68
60051,1758
46085,1353
10783,303
62151,1828
19668,587
70642,2078
67542,1976
6971,198
49838,1460
52592,1553
7354,207
41622,1247
63405,1861
40512,1214
28101,844
16168,486
59082,1721
26136,787
13056,388
67795,1982
8624,240
58895,1717
62280,1830
39082,1170
32412,967
1915,59
17461,514
36931,1110
42164,1261
62847,1848
35461,1060
47933,1408
12451,366
64363,1884
61878,1815
54250,1595
21171,640
32357,963
67500,1974
43205,1286
52827,1561
56686,1658
69767,2047
68899,2014
39677,1189
49236,1446
12296,361
38664,1152
67306,1968
23422,703
13283,397
33866,1011
52021,1532
71287,2099
21188,642
28001,840
31786,944
28350,854
57512,1681
30627,910
39463,1180
67401,1971
16047,481
57782,1686
3313,105
14070,422
50510,1474
11802,339
68989,2021
11239,317
49913,1462
30897,919
18742,560
41234,1238
14706,444
20734,630
22453,677
35223,1053
2842,89
14598,439
17924,530
728,20
40282,1206
18114,538
51494,1515
19562,583
65298,1909
55113,1611
51086,1496
71278,2098
24793,749
24929,751
46655,1370
67042,1961
66190,1933
2930,95
22479,679
40827,1223
41838,1253
62348,1834
29369,876
70313,2064
56354,1651
47768,1404
35899,1074
34958,1044
66406,1938
31193,933
62572,1840
16039,480
66134,1929
24386,736
32369,964
39599,1185
32791,979
21838,665
70485,2071
63594,1868
52648,1555
1988,60
46369,1358
32512,970
5031,147
68163,1995
47302,1392
68393,1999
70188,2061
71149,2097
24231,732
3429,108
33797,1009
71116,2096
13970,420
35141,1050
36600,1097
11810,341
7743,217
5494,158
53667,1581
3106,99
69625,2043
35057,1047
1392,43
53045,1570
45314,1342
56959,1664
21374,647
15853,472
58846,1716
36937,1111
20025,607
21655,655
22616,681
68829,2011
1174,35
59050,1719
36655,1100
69866,2050
60890,1791
26242,791
66457,1940
20391,619
54650,1603
52906,1565
61379,1802
22961,692
13694,407
60307,1770
12356,364
56561,1654
70623,2077
7461,208
4002,121
49032,1442
36548,1093
11898,344
66784,1951
26528,796
9595,276
2108,64
46494,1362
52722,1558
20121,610
59092,1723
10191,288
69469,2039
24240,734
60564,1782
34671,1031
37001,1113
10936,308
14171,425
6385,180
7248,202
12888,378
66553,1946
61592,1808
24039,725
9277,268
9060,260
49606,1457
33240,994
53379,1575
16004,478
44117,1312
61869,1813
8619,238
28342,853
52180,1537
9522,274
67841,1984
46824,1378
17930,531
30274,901
65851,1920
13230,393
10420,293
62974,1851
38745,1157
36082,1079
47040,1385
51213,1501
48357,1423
2136,65
47002,1384
49996,1464
21767,663
13614,405
16677,502
71055,2094
27238,820
50888,1487
17307,510
2039,61
55909,1638
50783,1483
15780,467
60510,1779
2513,76
60166,1761
53315,1574
51832,1526
22386,676
66745,1948
18946,566
60963,1795
16389,493
41726,1249
55560,1626
60863,1790
39617,1188
33780,1007
11451,326
7587,209
10025,279
11032,310
59499,1743
30465,904
68986,2019
20897,634
57475,1680
47800,1406
66207,1934
23865,718
2053,62
53996,1584
17312,511
7287,204
63725,1872
66544,1945
8621,239
6362,178
27778,836
48920,1440
47179,1389
3017,96
33139,988
59219,1727
51336,1508
61915,1818
11515,329
11510,328
44847,1329
13815,412
41822,1252
21513,650
9134,264
70287,2062
48717,1431
43527,1294
47677,1400
44485,1323
40236,1204
47384,1393
44285,1316
44495,1324
19475,577
46641,1369
67068,1962
11188,314
66929,1956
68947,2018
35051,1046
62012,1821
22701,682
41468,1245
25055,755
60325,1774
57127,1673
10521,297
48454,1426
63438,1862
48803,1436
27935,837
26819,809
22798,685
16149,485
46890,1380
32299,961
67325,1969
16987,507
5552,159
52136,1535
26582,797
50543,1476
36969,1112
15811,469
49308,1449
24263,735
69805,2048
29892,890
28299,851
48011,1411
17946,532
28292,850
1047,29
30977,923
50156,1466
18802,562
67907,1986
20028,608
44361,1320
4254,128
175,4
59577,1747
61502,1806
33477,999
58567,1703
63578,1867
25197,758
33528,1002
24668,746
55315,1620
28842,868
36049,1076
40136,1203
63631,1869
57977,1691
43883,1306
45070,1332
61020,1797
49361,1451
23228,697
28039,841
38437,1148
54060,1586
22371,675
5829,163
4188,126
5978,168
68087,1991
34101,1015
39935,1197
32656,975
44744,1328
11424,325
70816,2088
60716,1788
16850,503
45656,1348
26738,806
30879,917
20409,620
38927,1165
64515,1891
35488,1061
69374,2035
12921,380
33008,985
1017,27
60693,1786
53022,1568
20758,631
41178,1236
10476,294
19885,598
58763,1714
50670,1480
23862,717
40465,1213
3174,100
3868,119
21699,660
325,7
15264,455
1282,41
41464,1244
65135,1905
4827,140
11825,343
51301,1506
35886,1073
35601,1065
71107,2095
23910,719
59496,1742
14222,426
35335,1055
31170,930
18666,554
46603,1366
27773,835
53558,1578
11228,316
67687,1980
25752,774
67267,1966
20974,636
42059,1257
1504,46
8996,257
48280,1418
49143,1444
36004,1075
22869,687
49265,1447
52459,1546
51284,1505
48919,1439
6227,173
23753,714
8114,224
30167,897
636,18
13043,385
26692,802
15716,465
70742,2080
59995,1755
54017,1585
48326,1421
4869,142
34857,1041
18059,535
59677,1748
36154,1081
25712,771
51218,1502
10739,302
16983,506
36907,1109
28962,871
50846,1485
22712,683
55236,1616
30886,918
20832,633
40003,1200
12760,375
17559,516
3541,112
57249,1675
37528,1123
54786,1607
66164,1932
1035,28
27685,832
43281,1288
15437,460
14454,432
57082,1670
43948,1307
56535,1653
46407,1359
35345,1056
69378,2036
52298,1539
52882,1564
49696,1459
37857,1130
32997,984
13781,411
20348,617
11758,338
33171,990
27620,828
29061,872
29435,879
17999,533
16592,499
25122,757
46586,1365
18849,563
70878,2089
3057,97
637,19
28129,847
3369,106
3860,118
36243,1082
26674,801
4087,124
62133,1826
493,11
5285,153
38093,1137
48290,1419
70974,2090
34368,1025
52707,1557
36553,1094
51687,1521
17755,525
25359,762
56044,1644
20709,629
22278,674
40328,1208
33481,1000
5593,160
37782,1127
55290,1619
10516,296
59889,1753
42490,1269
22206,673
18673,555
894,24
19854,596
38256,1140
33880,1012
26154,790
20531,624
67410,1972
29421,878
21244,644
12309,362
41727,1250
2455,73
35160,1051
7317,206
20938,635
16321,492
24708,748
37321,1121
23437,705
1510,47
18724,559
24132,728
34713,1035
41027,1231
33764,1005
41859,1254
48933,1441
60182,1763
60072,1759
13257,395
14979,450
56896,1661
70525,2073
8970,256
19982,605
36719,1104
61879,1816
45129,1334
52481,1547
61968,1819
37786,1128
4544,134
2556,78
68810,2010
69135,2027
30049,895
11420,324
61875,1814
43397,1291
39480,1181
8434,233
68151,1994
64581,1894
39861,1194
21835,664
8893,253
25649,768
18979,567
62637,1841
53859,1583
2801,88
36559,1096
41201,1237
22125,671
54503,1601
25412,766
28798,866
1436,44
26920,811
18896,565
57696,1685
48506,1427
40895,1228
37934,1133
58686,1710
20591,626
26873,810
39803,1193
41000,1230
50160,1467
70369,2068
43603,1296
52379,1544
35622,1066
39981,1198
2315,70
65523,1915
46116,1354
4198,127
15168,453
45586,1346
20492,623
32445,968
71478,2105
35553,1063
45881,1349
9245,267
23473,706
8858,250
7088,199
52129,1534
18256,542
23947,720
21055,638
36347,1088
24560,742
11824,342
35785,1071
50847,1486
6616,191
70981,2091
67920,1987
12622,372
10986,309
52580,1551
20435,621
24954,752
66770,1949
26617,799
65914,1925
18983,568
7315,205
66063,1928
10154,286
17632,520
32293,959
49334,1450
52147,1536
64949,1902
43994,1308
67033,1960
19532,581
17597,517
29942,891
66831,1952
39362,1177
42437,1267
64423,1888
38726,1155
11277,321
43449,1292
7815,218
18379,547
55840,1634
71323,2102
20554,625
5085,148
13029,384
59999,1756
19806,592
60374,1777
47911,1407
59311,1729
59527,1744
12554,369
32736,977
66527,1941
10231,290
8048,222
64294,1882
9029,258
25801,775
30840,913
66390,1937
54371,1599
34906,1043
69504,2040
55762,1632
34579,1030
42888,1277
32031,955
3512,110
30225,900
26624,800
25570,767
21691,658
65174,1906
50893,1488
34295,1022
61910,1817
37195,1117
28642,862
62042,1823
12040,350
20699,628
20438,622
23360,700
41335,1240
52961,1566
4800,139
52004,1531
69195,2029
18678,556
7704,213
11411,323
27350,825
47104,1387
53565,1579
70806,2087
46536,1364
44041,1310
25286,761
68912,2015
17463,515
58087,1694
732,21
48534,1428
1910,58
69668,2044
46624,1367
51699,1523
22066,670
41740,1251
47719,1403
26733,804
8041,221
60661,1783
62547,1838
36538,1092
2589,80
12759,374
18295,544
8148,226
44068,1311
32021,954
41130,1234
40743,1220
476,9
13890,414
34687,1033
53849,1582
42237,1263
18687,557
4895,143
43779,1303
62141,1827
60798,1789
48076,1414
51603,1518
45187,1335
69245,2032
6323,176
57097,1671
61836,1812
32011,953
45356,1343
22198,672
69043,2024
21184,641
43718,1301
580,16
5227,150
69388,2037
24423,737
9085,261
2658,83
59355,1732
19838,595
6302,175
51025,1493
40101,1202
6018,169
21712,662
68722,2008
8905,254
49270,1448
63375,1859
13897,415
47780,1405
23561,707
44706,1326
5459,155
47526,1397
8604,236
35373,1057
1118,31
65869,1922
45220,1336
54316,1598
55790,1633
32831,980
26734,805
28875,870
11220,315
53059,1571
32406,965
1164,34
36558,1095
31789,945
56472,1652
43350,1289
24026,724
8824,249
61240,1800
46754,1374
60971,1796
21488,649
63698,1870
24104,727
70753,2082
9470,272
40375,1209
6264,174
1547,48
15715,464
12917,379
38690,1153
71534,2112
8642,241
16664,501
45987,1351
60556,1781
70120,2059
31098,927
29538,883
34384,1027
45290,1341
37568,1124
69576,2041
70520,2072
54980,1610
16031,479
15714,463
41946,1255
36663,1102
1160,33
2891,92
71529,2111
44157,1314
57018,1666
63873,1875
47438,1395
10479,295
65881,1923
13937,418
57928,1689
55737,1631
27951,839
60296,1768
45236,1337
5954,167
69213,2030
14918,448
267,6
15399,458
17623,519
32634,974
6375,179
19493,578
52076,1533
28521,860
31088,926
10563,298
25411,765
13054,387
6119,171
62691,1843
16302,491
8651,242
60331,1775
58019,1693
32931,983
45277,1339
25244,759
4549,135
20606,627
49065,1443
42154,1260
35105,1049
19402,576
36784,1106
19783,591
70102,2057
12126,355
2853,91
39904,1196
16206,488
23129,695
12028,349
65932,1926
48802,1435
64500,1890
24517,741
3271,102
31104,928
42908,1278
19519,579
63491,1864
50324,1470
55899,1637
75,0
15879,473
51378,1511
34796,1040
41573,1246
15722,466
26704,803
24573,743
46523,1363
25913,781
19741,589
14648,441
52610,1554
